VegID,EmissionType,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6,EcotypeID,SpFrac,Gtyp
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6737,0.000689228,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6748,0.000358189,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6756,0.002689321,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6757,0.003650648,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6759,6.25e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6762,4.31e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6784,0.000232221,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6785,0.000377492,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6787,0.000139956,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6788,0.000427211,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6845,0.000104393,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6851,0.000264541,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6855,0.000216295,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6856,1.5e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6860,3.43e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6876,0.000604454,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6879,0.000582628,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6880,0.00101298,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6901,0.001638456,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6906,1.94e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6913,4.51e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6917,5.23e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6920,1.62e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6922,2.33e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6932,7.38e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6940,2.59e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6941,6.2e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6949,6.73e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6956,0.000153418,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6961,0.000140114,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6968,0.000218115,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6969,4.77e-05,Tree
Fagus,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,6986,9.3e-05,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3186,0.011849781,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3187,0.001190069,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3191,0.013672126,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3192,0.020579991,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3193,0.05205264,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3194,0.008868137,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3195,0.003708467,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3196,0.007446164,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3199,0.005410285,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3238,0.002111801,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3239,6.66e-05,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3240,0.033468417,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3241,0.016993169,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3242,0.003058003,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3244,0.002369204,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3245,0.004523544,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3249,0.002597003,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3271,0.01949946,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3274,0.024978119,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3275,0.002622547,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3276,0.020750013,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3277,0.010675039,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3279,0.003316873,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3280,0.024869662,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3281,0.00380689,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3282,0.01116412,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3284,0.007258557,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3285,0.02694874,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3288,0.060484209,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3289,0.008976926,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3291,0.003377351,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3292,0.014897066,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3294,0.008624474,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3295,0.03716258,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3296,0.014477777,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3297,0.006550775,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3298,6.27e-05,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3299,0.011834687,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3301,0.002332513,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3302,0.046273333,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3303,0.014260934,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3304,0.001762061,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3305,0.023518098,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3306,0.007867704,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3307,0.007212256,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3309,0.062973397,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3310,0.001292423,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3311,0.002314683,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3312,0.04558038,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3313,0.051309131,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3314,0.005299938,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3315,0.012119921,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3316,0.014085513,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3317,0.025617709,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3318,0.027474388,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3319,0.004185124,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3320,0.01556148,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3321,0.044850768,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3322,0.06526771,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3323,0.005522525,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3324,0.030321441,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3325,0.008800469,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3326,0.003384219,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3327,0.064745938,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3329,0.015744785,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3330,0.003231417,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3332,0.005742682,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3334,0.005485017,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3335,0.001625418,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3343,0.020394208,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3344,0.015943553,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3346,0.000213532,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3347,0.000200118,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3348,0.006096372,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3349,0.003615616,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3350,0.066118916,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3352,0.024419064,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3353,0.008158334,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3357,0.008090868,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3358,0.015363335,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3362,0.016812998,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3365,0.001024463,Tree
Fagus grandifolia,Fagus,0.2,0.02,0.2,0.2,0.1,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1.0,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4,3366,0.056392954,Tree
